date,Red & White Cabbage,Romaine,Kale,Baby Spinach,Wholemeal Wrap,Spinach Wrap,Tortilla Wrap,Tomato Wrap,Cauliflower Rice,Quinoa,Pea Sprouts,Pomelo,Radish Pickles,Mixed Seeds,Sesame Seeds,Furikake,Crushed Peanuts,Cucumber Pickles,Lime Wedge,Jalapeno,Fresh Herbs,Grated Eggs,Tofu,Raisins,Mandarin Orange,Green Apple,Grapes,Croutons,Soba Noodles,Roasted Pumpkins,Potato,Black Beans,Chickpeas,Edamame,Broccoli,Sweet Corn,French Beans,Olives,Red Onions,Cherry Tomatoes,Capsicum,Cucumbers,Carrot,Beetroot,Sous-vide Chicken,Sous-vide Salmon,Super Protein Patty,Thai Asparagus,Toasted Almonds,Walnuts,Bacon Bits,Roasted Lemongrass Chicken,Tandoori Chicken,Roasted Chicken,Seared Tuna,Smoked Salmon,Grilled Halloumi Cheese,Feta,Parmesan,Cheddar,Soft Boiled Eggs,Whole Eggs,Veggie Patty,Falafel,Grilled Tofu,Avocado,Roasted Brussel Sprouts,Warm Baked Mushrooms,Arabian Spiced Vinaigrette,Indian Spiced Yoghurt,Japanese Miso,Korean Chilli Vinaigrette,Sesame Lime,Thai Turmeric,Wasabi Honey Soy,Balsamic Vinagrette,Basil Pesto,Cashew Mint,Classic Caesar,Honey Dijon,Lemon & Oil,Mixed Berries Vinaigrette,Olive Oil,Salt & Pepper,Smoked Pimento,Smoky Ranch,Tabbasco Sauce
2013-03-11,30,34,21,8,9,19,41,8,23,43,34,30,51,23,49,14,10,41,23,24,22,48,23,38,38,23,11,47,34,18,33,24,33,19,31,45,21,39,21,12,8,23,33,8,44,24,12,26,17,29,34,30,51,23,49,14,10,41,23,24,22,48,23,38,38,10,41,23,24,22,48,23,38,38,23,11,47,34,18,33,24,33,19,31,45,21,39
2013-03-12,49,30,27,14,11,18,39,14,31,55,54,35,62,33,56,13,23,41,18,26,24,41,19,46,44,29,12,41,47,17,44,28,41,18,40,48,24,38,30,12,21,17,27,20,55,30,15,30,19,38,54,35,62,33,56,13,23,41,18,26,24,41,19,46,44,23,41,18,26,24,41,19,46,44,29,12,41,47,17,44,28,41,18,40,48,24,38
2013-03-13,61,36,21,12,15,12,43,12,18,39,50,37,57,36,42,20,22,41,33,28,21,37,21,44,69,32,8,61,46,26,30,29,39,12,41,58,19,54,26,16,9,23,30,19,50,23,8,32,27,39,50,37,57,36,42,20,22,41,33,28,21,37,21,44,69,22,41,33,28,21,37,21,44,69,32,8,61,46,26,30,29,39,12,41,58,19,54
2013-03-14,52,44,22,14,9,20,32,14,43,44,47,49,56,39,61,17,21,53,22,29,26,57,17,47,63,37,16,58,48,29,44,29,44,20,38,61,20,55,28,24,10,24,43,12,50,26,22,34,26,46,47,49,56,39,61,17,21,53,22,29,26,57,17,47,63,21,53,22,29,26,57,17,47,63,37,16,58,48,29,44,29,44,20,38,61,20,55
2013-03-15,53,52,23,15,13,24,49,15,46,44,45,53,72,42,73,13,21,57,29,28,20,53,26,39,57,40,9,56,51,29,44,34,34,24,47,43,22,57,30,19,14,30,23,25,70,43,15,29,22,28,45,53,72,42,73,13,21,57,29,28,20,53,26,39,57,21,57,29,28,20,53,26,39,57,40,9,56,51,29,44,34,34,24,47,43,22,57
2013-03-16,55,58,30,11,15,14,52,11,29,49,63,60,65,50,48,31,32,65,34,43,37,82,20,42,62,37,16,77,63,25,40,32,46,14,48,46,26,92,36,29,8,33,30,23,61,58,18,42,22,53,63,60,65,50,48,31,32,65,34,43,37,82,20,42,62,32,65,34,43,37,82,20,42,62,37,16,77,63,25,40,32,46,14,48,46,26,92
2013-03-17,62,46,24,15,19,17,50,15,45,59,51,61,71,44,57,20,29,56,29,32,28,58,19,48,78,35,18,66,52,29,41,32,81,17,45,56,26,65,27,30,23,28,48,28,64,55,21,45,18,51,51,61,71,44,57,20,29,56,29,32,28,58,19,48,78,29,56,29,32,28,58,19,48,78,35,18,66,52,29,41,32,81,17,45,56,26,65
2013-03-18,44,37,19,10,7,19,29,10,30,40,34,43,43,26,56,15,18,54,29,29,22,42,12,32,40,22,8,67,44,33,31,27,37,19,43,43,19,43,15,17,18,19,20,18,47,37,12,35,14,33,34,43,43,26,56,15,18,54,29,29,22,42,12,32,40,18,54,29,29,22,42,12,32,40,22,8,67,44,33,31,27,37,19,43,43,19,43
2013-03-19,51,48,21,13,12,20,43,13,38,49,41,47,58,38,70,21,22,51,23,31,31,48,19,42,50,38,16,38,39,25,31,27,51,20,37,56,22,64,22,23,15,16,35,16,43,31,14,19,22,37,41,47,58,38,70,21,22,51,23,31,31,48,19,42,50,22,51,23,31,31,48,19,42,50,38,16,38,39,25,31,27,51,20,37,56,22,64
2013-03-20,46,43,25,14,12,15,21,14,43,40,42,47,55,34,58,5,29,63,29,29,27,53,16,54,53,35,15,62,36,23,35,22,43,15,43,48,20,58,36,14,15,19,28,16,62,31,10,45,17,42,42,47,55,34,58,5,29,63,29,29,27,53,16,54,53,29,63,29,29,27,53,16,54,53,35,15,62,36,23,35,22,43,15,43,48,20,58
2013-03-21,50,43,24,15,16,24,38,15,50,45,51,45,51,46,59,18,23,51,19,36,31,48,21,45,51,27,15,56,44,31,38,23,50,24,33,52,15,51,22,18,16,23,30,14,54,39,14,22,21,40,51,45,51,46,59,18,23,51,19,36,31,48,21,45,51,23,51,19,36,31,48,21,45,51,27,15,56,44,31,38,23,50,24,33,52,15,51
2013-03-22,46,30,31,12,7,26,37,12,32,39,48,51,56,42,72,15,19,53,17,27,25,59,22,53,56,25,21,51,55,28,38,35,49,26,57,59,24,61,26,21,17,23,21,16,68,50,19,47,18,45,48,51,56,42,72,15,19,53,17,27,25,59,22,53,56,19,53,17,27,25,59,22,53,56,25,21,51,55,28,38,35,49,26,57,59,24,61
2013-03-23,55,51,41,15,13,17,46,15,43,57,52,51,58,39,65,19,32,60,37,38,23,57,21,59,70,34,11,72,56,33,41,35,56,17,40,57,19,63,24,16,20,29,32,22,68,35,19,35,21,46,52,51,58,39,65,19,32,60,37,38,23,57,21,59,70,32,60,37,38,23,57,21,59,70,34,11,72,56,33,41,35,56,17,40,57,19,63
2013-03-24,59,40,27,22,14,14,38,22,31,59,51,64,74,60,79,16,19,75,30,51,30,56,23,59,63,41,12,68,36,34,54,38,59,14,48,52,31,80,32,17,22,26,36,23,71,55,17,47,19,49,51,64,74,60,79,16,19,75,30,51,30,56,23,59,63,19,75,30,51,30,56,23,59,63,41,12,68,36,34,54,38,59,14,48,52,31,80
2013-03-25,39,34,14,16,10,11,32,16,31,41,41,34,44,34,42,13,18,34,28,27,19,47,10,38,43,18,18,45,37,20,31,21,31,11,34,34,16,47,15,15,20,23,29,17,55,22,9,26,19,32,41,34,44,34,42,13,18,34,28,27,19,47,10,38,43,18,34,28,27,19,47,10,38,43,18,18,45,37,20,31,21,31,11,34,34,16,47
2013-03-26,45,27,30,11,11,13,41,11,35,49,37,51,51,36,57,17,21,50,23,26,21,39,14,38,63,25,12,46,40,20,46,32,46,13,35,57,21,52,29,13,12,32,28,23,50,31,20,37,16,40,37,51,51,36,57,17,21,50,23,26,21,39,14,38,63,21,50,23,26,21,39,14,38,63,25,12,46,40,20,46,32,46,13,35,57,21,52
2013-03-27,47,33,23,14,16,16,41,14,27,35,40,46,46,32,58,11,19,54,29,34,28,47,13,40,50,34,20,53,37,28,31,27,43,16,40,46,14,39,28,23,12,16,35,14,40,40,9,37,20,49,40,46,46,32,58,11,19,54,29,34,28,47,13,40,50,19,54,29,34,28,47,13,40,50,34,20,53,37,28,31,27,43,16,40,46,14,39
2013-03-28,63,38,23,17,11,26,45,17,37,54,44,44,59,41,65,20,26,57,25,37,28,43,21,44,72,25,13,66,49,29,42,25,46,26,39,57,25,63,43,15,20,29,25,21,60,34,14,34,21,33,44,44,59,41,65,20,26,57,25,37,28,43,21,44,72,26,57,25,37,28,43,21,44,72,25,13,66,49,29,42,25,46,26,39,57,25,63
2013-03-29,63,45,21,11,15,16,44,11,28,68,43,39,54,47,60,15,16,59,28,35,44,56,20,40,54,43,18,77,55,28,45,43,58,16,44,52,12,61,39,19,22,25,29,20,62,40,17,37,17,39,43,39,54,47,60,15,16,59,28,35,44,56,20,40,54,16,59,28,35,44,56,20,40,54,43,18,77,55,28,45,43,58,16,44,52,12,61
2013-03-30,51,51,30,23,16,17,53,23,32,56,62,55,62,50,63,21,20,73,28,40,43,53,30,53,71,43,8,76,52,40,48,32,55,17,53,58,24,64,34,25,14,30,27,25,53,46,17,35,23,61,62,55,62,50,63,21,20,73,28,40,43,53,30,53,71,20,73,28,40,43,53,30,53,71,43,8,76,52,40,48,32,55,17,53,58,24,64
2013-03-31,62,44,34,23,15,24,56,23,47,80,51,64,74,42,74,21,31,72,30,33,29,62,24,76,60,53,24,74,53,31,39,33,63,24,45,67,22,53,35,18,16,24,46,29,68,42,12,38,28,66,51,64,74,42,74,21,31,72,30,33,29,62,24,76,60,31,72,30,33,29,62,24,76,60,53,24,74,53,31,39,33,63,24,45,67,22,53
2013-04-01,63,40,23,12,14,20,35,12,32,47,50,49,48,30,65,13,17,62,21,29,33,48,19,42,44,38,8,62,47,22,38,35,46,20,45,59,19,42,26,20,19,23,23,20,51,40,14,27,21,55,50,49,48,30,65,13,17,62,21,29,33,48,19,42,44,17,62,21,29,33,48,19,42,44,38,8,62,47,22,38,35,46,20,45,59,19,42
2013-04-02,62,44,25,14,13,17,47,14,34,49,48,59,67,36,65,18,24,68,29,41,26,55,11,52,71,45,12,63,56,28,29,28,51,17,44,59,14,66,28,19,12,22,23,12,54,43,20,38,19,50,48,59,67,36,65,18,24,68,29,41,26,55,11,52,71,24,68,29,41,26,55,11,52,71,45,12,63,56,28,29,28,51,17,44,59,14,66
2013-04-03,72,40,18,13,8,22,53,13,44,54,52,49,55,41,54,25,26,76,33,35,19,51,13,41,55,36,11,73,47,35,46,40,46,22,49,58,23,68,35,25,18,23,39,21,47,30,13,31,27,46,52,49,55,41,54,25,26,76,33,35,19,51,13,41,55,26,76,33,35,19,51,13,41,55,36,11,73,47,35,46,40,46,22,49,58,23,68
2013-04-04,64,53,31,18,22,16,46,18,45,62,64,48,63,43,65,16,20,46,31,37,37,73,29,60,56,32,24,62,49,25,41,34,62,16,55,46,26,71,30,36,13,41,38,24,69,56,15,34,19,50,64,48,63,43,65,16,20,46,31,37,37,73,29,60,56,20,46,31,37,37,73,29,60,56,32,24,62,49,25,41,34,62,16,55,46,26,71
2013-04-05,61,45,43,24,13,21,43,24,46,63,55,49,68,40,74,21,28,82,28,43,23,69,18,53,55,40,20,75,54,24,47,35,64,21,55,75,25,80,34,28,25,36,38,21,78,57,16,34,24,55,55,49,68,40,74,21,28,82,28,43,23,69,18,53,55,28,82,28,43,23,69,18,53,55,40,20,75,54,24,47,35,64,21,55,75,25,80
2013-04-06,75,46,34,18,18,16,64,18,46,67,68,57,78,61,69,24,27,92,44,43,38,73,42,62,71,49,23,88,65,45,60,43,69,16,61,68,30,72,37,17,14,37,46,28,74,57,24,48,21,52,68,57,78,61,69,24,27,92,44,43,38,73,42,62,71,27,92,44,43,38,73,42,62,71,49,23,88,65,45,60,43,69,16,61,68,30,72
2013-04-07,82,57,37,13,11,35,45,13,44,75,68,55,67,53,92,22,40,75,35,40,39,71,33,67,68,44,16,76,73,40,48,39,67,35,63,51,25,94,46,31,22,31,52,23,85,67,21,54,39,59,68,55,67,53,92,22,40,75,35,40,39,71,33,67,68,40,75,35,40,39,71,33,67,68,44,16,76,73,40,48,39,67,35,63,51,25,94
2013-04-08,39,44,19,6,15,10,40,6,25,35,50,38,38,45,60,14,20,58,15,29,25,42,18,48,50,23,14,55,37,20,36,44,35,10,40,46,15,53,27,14,11,30,27,19,56,29,15,31,22,35,50,38,38,45,60,14,20,58,15,29,25,42,18,48,50,20,58,15,29,25,42,18,48,50,23,14,55,37,20,36,44,35,10,40,46,15,53
2013-04-09,57,31,17,11,7,14,32,11,34,61,57,53,68,54,72,22,22,55,24,40,33,41,34,47,65,41,21,60,61,45,47,40,50,14,52,57,15,50,39,25,16,30,53,18,50,39,14,32,21,46,57,53,68,54,72,22,22,55,24,40,33,41,34,47,65,22,55,24,40,33,41,34,47,65,41,21,60,61,45,47,40,50,14,52,57,15,50
2013-04-10,65,49,24,20,8,14,47,20,37,48,52,68,48,43,67,15,23,38,35,53,35,57,24,45,63,28,17,62,54,22,49,26,48,14,38,49,27,64,39,32,17,23,60,24,51,40,13,44,22,58,52,68,48,43,67,15,23,38,35,53,35,57,24,45,63,23,38,35,53,35,57,24,45,63,28,17,62,54,22,49,26,48,14,38,49,27,64
2013-04-11,52,41,34,14,16,14,50,14,37,55,50,56,60,38,63,32,33,62,26,42,26,89,25,57,46,46,20,68,57,45,45,35,38,14,46,73,22,55,37,21,16,27,47,29,70,53,15,35,20,56,50,56,60,38,63,32,33,62,26,42,26,89,25,57,46,33,62,26,42,26,89,25,57,46,46,20,68,57,45,45,35,38,14,46,73,22,55
2013-04-12,71,53,37,15,15,18,38,15,43,53,70,61,70,59,77,31,34,60,29,36,37,76,24,48,66,31,21,84,59,34,57,42,46,18,50,60,18,70,28,20,21,31,49,24,70,30,16,44,24,38,70,61,70,59,77,31,34,60,29,36,37,76,24,48,66,34,60,29,36,37,76,24,48,66,31,21,84,59,34,57,42,46,18,50,60,18,70
2013-04-13,68,50,31,27,18,15,59,27,45,61,70,52,70,43,61,26,19,76,32,52,43,66,35,58,86,44,17,81,74,41,45,36,67,15,61,73,29,82,42,34,26,32,47,39,58,42,19,49,30,65,70,52,70,43,61,26,19,76,32,52,43,66,35,58,86,19,76,32,52,43,66,35,58,86,44,17,81,74,41,45,36,67,15,61,73,29,82
2013-04-14,90,53,39,27,18,21,55,27,51,71,60,61,73,72,90,24,36,88,32,38,35,81,25,70,53,53,20,76,63,27,65,50,65,21,58,73,22,72,45,38,19,33,49,33,67,43,23,63,31,75,60,61,73,72,90,24,36,88,32,38,35,81,25,70,53,36,88,32,38,35,81,25,70,53,53,20,76,63,27,65,50,65,21,58,73,22,72
2013-04-15,45,28,24,12,11,21,39,12,31,46,39,46,50,51,75,15,21,67,29,23,30,35,17,43,50,40,18,57,54,31,33,22,44,21,37,48,20,52,34,17,16,18,50,21,37,44,9,33,23,37,39,46,50,51,75,15,21,67,29,23,30,35,17,43,50,21,67,29,23,30,35,17,43,50,40,18,57,54,31,33,22,44,21,37,48,20,52
2013-04-16,55,45,13,23,10,19,42,23,41,52,64,52,69,37,67,14,23,70,20,41,33,61,29,57,56,34,11,61,51,36,46,34,55,19,43,39,15,60,38,15,17,26,38,19,50,41,22,40,21,35,64,52,69,37,67,14,23,70,20,41,33,61,29,57,56,23,70,20,41,33,61,29,57,56,34,11,61,51,36,46,34,55,19,43,39,15,60
2013-04-17,61,45,25,21,14,20,40,21,33,59,58,43,65,39,43,20,18,63,32,28,24,60,21,61,54,32,15,60,39,23,36,33,46,20,55,42,24,55,30,18,22,22,42,21,63,45,16,40,21,60,58,43,65,39,43,20,18,63,32,28,24,60,21,61,54,18,63,32,28,24,60,21,61,54,32,15,60,39,23,36,33,46,20,55,42,24,55
2013-04-18,80,45,21,16,17,21,43,16,45,60,51,66,49,50,76,20,31,53,31,36,27,61,11,41,67,33,22,63,40,16,57,44,46,21,51,60,17,52,29,19,19,28,41,24,63,50,17,40,23,49,51,66,49,50,76,20,31,53,31,36,27,61,11,41,67,31,53,31,36,27,61,11,41,67,33,22,63,40,16,57,44,46,21,51,60,17,52
2013-04-19,58,58,40,21,17,26,39,21,36,52,62,53,56,42,89,16,28,61,34,39,29,86,31,54,55,34,18,77,60,31,54,40,44,26,58,54,35,67,32,27,14,19,44,20,72,47,20,43,25,49,62,53,56,42,89,16,28,61,34,39,29,86,31,54,55,28,61,34,39,29,86,31,54,55,34,18,77,60,31,54,40,44,26,58,54,35,67
2013-04-20,58,26,29,21,13,27,64,21,46,54,69,57,71,52,82,29,33,76,48,42,23,77,22,52,63,46,23,72,68,28,44,46,74,27,64,79,23,55,33,21,13,31,38,31,73,54,19,39,19,65,69,57,71,52,82,29,33,76,48,42,23,77,22,52,63,33,76,48,42,23,77,22,52,63,46,23,72,68,28,44,46,74,27,64,79,23,55
2013-04-21,80,48,35,21,20,19,55,21,55,69,69,63,84,60,99,30,34,90,46,41,30,91,26,67,73,43,20,87,71,44,60,47,74,19,52,68,33,71,49,24,13,31,41,25,65,54,23,42,31,63,69,63,84,60,99,30,34,90,46,41,30,91,26,67,73,34,90,46,41,30,91,26,67,73,43,20,87,71,44,60,47,74,19,52,68,33,71
2013-04-22,52,27,33,10,11,14,42,10,41,40,48,44,52,42,50,22,17,63,13,26,25,57,17,34,46,30,18,52,36,22,46,34,42,14,37,46,19,56,35,15,20,20,28,10,43,39,17,30,18,42,48,44,52,42,50,22,17,63,13,26,25,57,17,34,46,17,63,13,26,25,57,17,34,46,30,18,52,36,22,46,34,42,14,37,46,19,56
2013-04-23,47,38,32,21,11,14,36,21,31,60,37,58,66,37,66,28,30,62,26,35,30,55,36,47,66,37,12,84,56,26,48,37,47,14,49,55,20,64,26,28,15,31,33,19,56,48,14,51,18,41,37,58,66,37,66,28,30,62,26,35,30,55,36,47,66,30,62,26,35,30,55,36,47,66,37,12,84,56,26,48,37,47,14,49,55,20,64
2013-04-24,48,40,33,11,16,18,55,11,31,54,42,64,56,35,69,14,36,55,26,29,31,65,27,46,60,33,20,75,41,30,38,41,56,18,74,67,20,55,31,25,21,25,49,18,77,48,19,33,28,46,42,64,56,35,69,14,36,55,26,29,31,65,27,46,60,36,55,26,29,31,65,27,46,60,33,20,75,41,30,38,41,56,18,74,67,20,55
2013-04-25,47,51,31,15,13,23,49,15,32,65,52,67,63,48,69,29,23,66,20,39,23,66,27,48,75,47,11,58,45,38,43,30,43,23,58,60,20,59,34,30,11,31,39,20,69,49,18,53,16,58,52,67,63,48,69,29,23,66,20,39,23,66,27,48,75,23,66,20,39,23,66,27,48,75,47,11,58,45,38,43,30,43,23,58,60,20,59
2013-04-26,72,48,21,14,15,24,44,14,53,63,56,40,63,52,82,23,28,75,36,36,29,60,28,44,75,40,18,64,65,27,36,45,68,24,55,62,21,63,40,21,23,29,41,23,60,46,26,41,29,62,56,40,63,52,82,23,28,75,36,36,29,60,28,44,75,28,75,36,36,29,60,28,44,75,40,18,64,65,27,36,45,68,24,55,62,21,63
2013-04-27,76,42,32,22,15,18,42,22,41,61,65,57,83,41,68,28,29,77,39,40,35,71,27,66,68,52,22,91,65,39,54,24,59,18,49,66,23,68,40,35,9,29,35,31,57,43,16,61,20,56,65,57,83,41,68,28,29,77,39,40,35,71,27,66,68,29,77,39,40,35,71,27,66,68,52,22,91,65,39,54,24,59,18,49,66,23,68
2013-04-28,54,53,28,29,14,34,46,29,54,67,61,62,63,62,90,25,33,80,41,46,49,85,21,67,80,48,20,92,56,44,56,38,77,34,54,67,26,69,37,19,26,38,58,25,72,60,29,39,29,60,61,62,63,62,90,25,33,80,41,46,49,85,21,67,80,33,80,41,46,49,85,21,67,80,48,20,92,56,44,56,38,77,34,54,67,26,69
2013-04-29,46,36,16,9,14,14,56,9,30,50,50,46,50,39,35,12,13,55,23,32,22,52,23,39,37,32,12,46,34,20,43,31,43,14,33,50,18,55,25,15,23,27,23,10,43,33,12,38,21,42,50,46,50,39,35,12,13,55,23,32,22,52,23,39,37,13,55,23,32,22,52,23,39,37,32,12,46,34,20,43,31,43,14,33,50,18,55
2013-04-30,57,40,28,16,10,25,40,16,42,64,57,40,81,40,65,12,15,62,25,43,28,56,17,49,59,38,19,70,47,29,52,35,63,25,46,55,21,51,28,16,16,24,48,18,65,30,17,42,17,51,57,40,81,40,65,12,15,62,25,43,28,56,17,49,59,15,62,25,43,28,56,17,49,59,38,19,70,47,29,52,35,63,25,46,55,21,51
2013-05-01,69,51,38,18,15,24,46,18,50,56,54,63,65,38,62,21,18,53,32,26,20,70,16,72,68,37,25,76,54,23,44,38,58,24,56,63,30,61,33,24,23,34,30,25,70,47,17,43,25,57,54,63,65,38,62,21,18,53,32,26,20,70,16,72,68,18,53,32,26,20,70,16,72,68,37,25,76,54,23,44,38,58,24,56,63,30,61
2013-05-02,59,54,26,25,11,23,53,25,48,51,57,71,80,55,85,22,26,73,24,47,37,61,18,79,69,42,18,78,55,29,53,26,56,23,45,60,20,91,46,24,17,30,43,24,69,64,25,44,24,62,57,71,80,55,85,22,26,73,24,47,37,61,18,79,69,26,73,24,47,37,61,18,79,69,42,18,78,55,29,53,26,56,23,45,60,20,91
2013-05-03,65,49,41,20,18,22,51,20,40,69,56,51,80,46,94,29,29,102,39,48,26,81,20,77,68,32,16,71,48,33,51,29,56,22,60,67,28,69,40,33,25,29,46,19,86,46,20,42,24,48,56,51,80,46,94,29,29,102,39,48,26,81,20,77,68,29,102,39,48,26,81,20,77,68,32,16,71,48,33,51,29,56,22,60,67,28,69
2013-05-04,86,49,40,21,15,24,54,21,53,54,75,75,82,49,81,23,38,67,41,49,35,63,25,54,81,45,16,74,57,29,62,49,59,24,54,81,28,93,59,35,25,33,41,30,80,66,21,56,34,57,75,75,82,49,81,23,38,67,41,49,35,63,25,54,81,38,67,41,49,35,63,25,54,81,45,16,74,57,29,62,49,59,24,54,81,28,93
2013-05-05,77,60,33,27,19,20,57,27,60,63,72,85,58,52,85,32,26,90,53,34,34,72,26,74,73,39,23,104,68,40,53,33,72,20,52,95,29,62,42,23,21,38,49,27,91,47,24,46,25,66,72,85,58,52,85,32,26,90,53,34,34,72,26,74,73,26,90,53,34,34,72,26,74,73,39,23,104,68,40,53,33,72,20,52,95,29,62
2013-05-06,47,38,23,5,12,15,51,5,35,48,51,54,66,41,53,14,24,52,23,30,25,52,19,38,53,33,18,62,45,36,38,36,42,15,39,52,22,54,38,20,17,25,37,19,50,36,9,40,19,61,51,54,66,41,53,14,24,52,23,30,25,52,19,38,53,24,52,23,30,25,52,19,38,53,33,18,62,45,36,38,36,42,15,39,52,22,54
2013-05-07,75,43,29,16,17,17,60,16,29,59,49,62,65,52,74,26,27,71,33,38,27,70,18,39,52,39,23,55,49,25,35,45,51,17,47,57,20,54,31,18,25,39,50,23,68,53,17,31,25,50,49,62,65,52,74,26,27,71,33,38,27,70,18,39,52,27,71,33,38,27,70,18,39,52,39,23,55,49,25,35,45,51,17,47,57,20,54
2013-05-08,64,45,17,24,16,22,50,24,44,65,58,43,70,57,84,28,29,68,35,39,35,60,21,58,65,38,9,68,45,28,34,33,55,22,65,55,21,60,31,20,11,26,44,25,75,44,14,54,17,48,58,43,70,57,84,28,29,68,35,39,35,60,21,58,65,29,68,35,39,35,60,21,58,65,38,9,68,45,28,34,33,55,22,65,55,21,60
2013-05-09,76,46,23,23,20,30,37,23,49,73,65,61,75,48,75,16,35,67,37,34,32,53,30,46,79,23,16,89,61,36,46,36,66,30,47,53,22,80,31,29,15,40,40,20,67,33,21,37,26,61,65,61,75,48,75,16,35,67,37,34,32,53,30,46,79,35,67,37,34,32,53,30,46,79,23,16,89,61,36,46,36,66,30,47,53,22,80
2013-05-10,86,58,42,24,10,26,51,24,45,50,67,73,77,38,79,38,28,79,34,46,44,63,26,66,68,41,25,79,62,39,54,38,76,26,64,54,22,87,32,18,22,42,43,31,70,47,28,41,22,59,67,73,77,38,79,38,28,79,34,46,44,63,26,66,68,28,79,34,46,44,63,26,66,68,41,25,79,62,39,54,38,76,26,64,54,22,87
2013-05-11,83,63,34,28,21,25,60,28,56,63,69,70,73,56,81,37,33,77,42,47,34,75,26,52,63,39,16,71,70,32,47,36,82,25,67,77,24,71,31,26,19,32,53,26,66,54,20,49,23,64,69,70,73,56,81,37,33,77,42,47,34,75,26,52,63,33,77,42,47,34,75,26,52,63,39,16,71,70,32,47,36,82,25,67,77,24,71
2013-05-12,91,53,38,17,15,32,60,17,38,58,79,69,80,58,104,19,21,93,35,51,34,86,44,64,75,42,16,78,78,34,53,43,71,32,78,59,28,86,38,31,18,47,46,33,87,57,25,44,30,67,79,69,80,58,104,19,21,93,35,51,34,86,44,64,75,21,93,35,51,34,86,44,64,75,42,16,78,78,34,53,43,71,32,78,59,28,86
2013-05-13,48,49,17,14,5,15,47,14,40,50,34,50,49,34,66,15,19,57,28,21,30,46,21,38,55,29,12,64,49,25,42,38,45,15,48,53,21,52,27,25,11,34,34,23,57,41,15,33,19,34,34,50,49,34,66,15,19,57,28,21,30,46,21,38,55,19,57,28,21,30,46,21,38,55,29,12,64,49,25,42,38,45,15,48,53,21,52
2013-05-14,65,35,26,16,12,17,44,16,37,52,59,55,90,44,69,28,15,69,29,44,33,60,14,49,56,40,15,63,64,30,50,29,51,17,66,65,30,63,35,23,17,22,39,17,65,39,12,42,19,57,59,55,90,44,69,28,15,69,29,44,33,60,14,49,56,15,69,29,44,33,60,14,49,56,40,15,63,64,30,50,29,51,17,66,65,30,63
2013-05-15,62,43,34,24,23,20,62,24,42,39,48,56,65,43,68,18,28,56,23,43,27,73,23,51,69,51,18,84,63,25,49,33,62,20,43,57,24,68,33,14,15,30,42,17,60,59,15,43,28,50,48,56,65,43,68,18,28,56,23,43,27,73,23,51,69,28,56,23,43,27,73,23,51,69,51,18,84,63,25,49,33,62,20,43,57,24,68
2013-05-16,65,49,34,24,19,18,54,24,35,67,54,54,66,44,70,20,33,78,33,27,28,74,17,50,62,36,17,83,78,35,49,33,71,18,64,60,28,69,43,23,18,39,58,25,58,47,17,31,27,50,54,54,66,44,70,20,33,78,33,27,28,74,17,50,62,33,78,33,27,28,74,17,50,62,36,17,83,78,35,49,33,71,18,64,60,28,69
2013-05-17,76,45,34,22,18,27,61,22,47,62,66,59,73,55,89,18,33,91,34,50,33,74,34,53,80,31,24,81,62,32,45,36,69,27,74,68,22,68,57,22,28,43,52,24,71,44,17,50,15,61,66,59,73,55,89,18,33,91,34,50,33,74,34,53,80,33,91,34,50,33,74,34,53,80,31,24,81,62,32,45,36,69,27,74,68,22,68
2013-05-18,73,53,36,27,18,24,58,27,50,73,71,59,65,60,87,17,33,83,35,37,44,64,37,63,76,62,22,83,55,62,48,58,71,24,76,60,29,87,54,28,25,44,53,27,75,58,30,51,29,50,71,59,65,60,87,17,33,83,35,37,44,64,37,63,76,33,83,35,37,44,64,37,63,76,62,22,83,55,62,48,58,71,24,76,60,29,87
2013-05-19,87,53,41,28,21,20,62,28,62,76,77,75,79,63,84,33,22,95,47,53,35,78,22,56,81,49,21,92,58,37,67,34,78,20,70,68,18,87,58,43,18,36,53,36,93,72,26,47,32,56,77,75,79,63,84,33,22,95,47,53,35,78,22,56,81,22,95,47,53,35,78,22,56,81,49,21,92,58,37,67,34,78,20,70,68,18,87
2013-05-20,54,38,16,12,12,14,48,12,30,53,44,39,54,48,47,17,24,61,21,31,27,65,20,49,41,37,18,49,38,29,48,33,52,14,38,44,19,55,26,30,10,31,36,17,56,46,16,38,20,51,44,39,54,48,47,17,24,61,21,31,27,65,20,49,41,24,61,21,31,27,65,20,49,41,37,18,49,38,29,48,33,52,14,38,44,19,55
2013-05-21,69,53,35,19,10,19,41,19,42,50,48,44,63,46,61,14,19,76,31,41,17,66,19,53,63,48,22,77,45,33,42,24,56,19,60,65,30,78,30,24,21,31,34,28,49,61,8,45,22,45,48,44,63,46,61,14,19,76,31,41,17,66,19,53,63,19,76,31,41,17,66,19,53,63,48,22,77,45,33,42,24,56,19,60,65,30,78
2013-05-22,63,38,24,21,22,17,46,21,42,57,57,49,64,51,69,21,21,82,42,39,44,76,15,51,62,31,14,65,61,23,58,26,65,17,43,79,30,50,37,27,15,23,47,27,64,57,19,40,26,54,57,49,64,51,69,21,21,82,42,39,44,76,15,51,62,21,82,42,39,44,76,15,51,62,31,14,65,61,23,58,26,65,17,43,79,30,50
